Documento,Cantidad,Fecha,Producto,Precio,Total
Ticket,,17/04/2024,,,
PZA,1,,Lala deslactosada 1lit,24,24
Ticket,,17/04/2024,,,
PZA,1,,Cafe Unico Sobre 14g,7,7
Ticket,,17/04/2024,,,
PZA,8,,Bombon Individual,1,8
Ticket,,17/04/2024,,,
PZA,0.12,,Queso De Hebra,125,15
Ticket,,17/04/2024,,,
PZA,0.5,,Azucar 1 Kg,25,12.5
PZA,1,,Vogue Higienico De Rollo Ind,8,8
Ticket,,17/04/2024,,,
PZA,0.25,,Queso De Hebra,125,31.25
Ticket,,17/04/2024,,,
PZA,3,,Clorets Menta 2.8gr 2Pastillas,1.5,4.5
PZA,1,,Trident Menta 4 past 5.2gr,3,3
Ticket,,17/04/2024,,,
PZA,1,,Valle Frut Citrus 2 Litros 330461,30,30
Ticket,,17/04/2024,,,
PZA,1,,Servilleta Tender 125hjs,13,13
Ticket,,17/04/2024,,,
PZA,1,,Disfruta Chocogalleta Platano 307g,22,22
PZA,0.47,,Chuleta Aumada Salmi,166,78.02
Ticket,,17/04/2024,,,
PZA,1,,Fresca 600ml,18,18
Ticket,,17/04/2024,,,
PZA,1,,Jabon Neustroskin 140gr,15,15
Ticket,,18/04/2024,,,
PZA,1,,Bolsa Basura Grande 1pza,9,9
Ticket,,18/04/2024,,,
PZA,1,,Borrador Mediano WS30,7,7
PZA,1,,Sacapunta,3,3
PZA,2,,Lapiz Mirado 1pz,6,12
,,,,,
Ticket,,18/04/2024,,,
PZA,1,,Snickers 52g 1pza,17,17
PZA,1,,Nito 1Pza 62g,15,15
PZA,1,,Leche Nito Bebida Chocolate 236G,13,13
PZA,1,,Sabritas Sal Original 45g,17,17
Ticket,,18/04/2024,,,
PZA,1,,Arcoiris Gamesa 75 g 830900,19,19
PZA,1,,Yoghurt Disfruta Fresa 307g 9442,20,20
Ticket,,18/04/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,18/04/2024,,,
PZA,1,,Epura 1 lt,14,14
Ticket,,18/04/2024,,,
PZA,0.25,,Queso Fresco,108,27
PZA,0.5,,Queso De Hebra,125,62.5
Ticket,,18/04/2024,,,
PZA,2,,HUEVO CRIO CONO 30PZ,71,142
Ticket,,18/04/2024,,,
PZA,1,,Jamon Chimex 162gr 233,21,21
Ticket,,18/04/2024,,,
PZA,1,,HUEVO CRIO CONO 30PZ,71,71
Ticket,,18/04/2024,,,
PZA,1,,Florentinas Fresa 83gr 017300,19,19
Ticket,,18/04/2024,,,
PZA,2,,Coca Retornable 3LTS 3068,38,76
PZA,2,,Hielo Individual,5,10
PZA,1,,Jamon Rebanado Suly 1kg,67,67
Ticket,,18/04/2024,,,
PZA,1,,Bran Frut De Piña Bimbo 58g,13,13
PZA,0.2,,Queso De Hebra,125,25
Ticket,,18/04/2024,,,
PZA,0.25,,Bolsa Natural 15x35 Hielo 1kg,76,19
Ticket,,18/04/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
PZA,1,,Tenedor Chico 50pzas,13,13
PZA,1,,QUESO CASTEL PAQ 10PZA,13,13
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
,,,,,
PZA,2,,Aspirina Efervescente C/U,6,12
Ticket,,18/04/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,18/04/2024,,,
PZA,1,,Tapa de Plastico Para Vaso Termico 1lt Y 1/2lt,25,25
Ticket,,18/04/2024,,,
PZA,1,,Regalo Grande Caballero,25,25
Ticket,,18/04/2024,,,
PZA,1,,Cremax De Nieve Chocolate 90g 065600,19,19
Ticket,,18/04/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,18/04/2024,,,
PZA,1,,Resistol Bully 35g,15,15
Ticket,,18/04/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,18/04/2024,,,
PZA,5,,Huevo Crio Individual 1pza,3,15
Ticket,,18/04/2024,,,
PZA,1,,Mediacrema Lala 250g,15,15
PZA,0.04,,Chile Guajillo 1pza,200,7.6
PZA,0.28,,Queso Fresco,108,30
Ticket,,18/04/2024,,,
PZA,2,,TMGN COFFE Cafe De Olla Omnilife,14,28
Ticket,,18/04/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,18/04/2024,,,
PZA,6,,Huevo Crio Individual 1pza,3,18
Ticket,,18/04/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,18/04/2024,,,
PZA,1,,Jamon Rebanado Suly 1kg,67,67
PZA,1.5,,Queso De Hebra,123,184.5
Ticket,,18/04/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
Ticket,,18/04/2024,,,
PZA,1,,Tostadas Onduladas Tubo Mipa Real 360g,35,35
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,18/04/2024,,,
,,,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,18/04/2024,,,
PZA,0.4,,Queso De Hebra,125,50
Ticket,,18/04/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,18/04/2024,,,
PZA,1,,Cerillo Flama Grande,7,7
Ticket,,18/04/2024,,,
PZA,1,,Peñafiel Twist Con Limon Y Sal 600ml,18,18
PZA,1,,Savile Crema Biotina 100ml,18,18
Ticket,,18/04/2024,,,
PZA,1,,QUESO CASTEL PAQ 10PZA,13,13
Ticket,,18/04/2024,,,
PZA,1,,Caja Vacia De Huevo,6,6
Ticket,,18/04/2024,,,
PZA,1,,Lapiz Mirado 1pz,6,6
PZA,1,,Sacapunta,3,3
PZA,1,,Borrador Mediano WS30,7,7
PZA,1,,Folder Carta Beige,6,6
Ticket,,18/04/2024,,,
PZA,2,,Bubbaloo Fresa 5.1gr,1.5,3
PZA,1,,Halls De Miel,9,9
Ticket,,18/04/2024,,,
PZA,1,,Hielo Individual,5,5
Ticket,,18/04/2024,,,
PZA,1,,Fresca 600ml,18,18
Ticket,,18/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,18/04/2024,,,
PZA,1,,Mayonesa #8 190g,27,27
Ticket,,18/04/2024,,,
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
Ticket,,18/04/2024,,,
PZA,1,,Folder Carta Beige,6,6
PZA,7,,IMPRESION BLANCO Y NEGRO,3,21
PZA,1,,Valle Frut Citrus 3lt,36,36
Ticket,,18/04/2024,,,
PZA,0.08,,Queso De Hebra,125,10
,,,,,
Ticket,,18/04/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
Ticket,,18/04/2024,,,
PZA,1050,,MASTER TMAC MAYOREO RECARGA,0.95,1000.02
Ticket,,18/04/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,18/04/2024,,,
PZA,0.19,,Queso Fresco,108,20
Ticket,,18/04/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,18/04/2024,,,
PZA,1,,Azucar 1 Kg,24,24
Ticket,,18/04/2024,,,
PZA,1,,Encendedor Tokay 1pza,13,13
Ticket,,18/04/2024,,,
PZA,1,,Jamaica bolsa 100gr,19,19
PZA,0.4,,Queso De Hebra,125,50
PZA,0.33,,Chuleta Aumada Salmi,166,53.95
Ticket,,18/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,18/04/2024,,,
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,18/04/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,18/04/2024,,,
PZA,2,,Fibern Plus Sobre,20,40
PZA,2,,Cafezzino Plus (cafe Omnilife) sobre,18.5,37
PZA,2,,Magnus Sobre Omnilife 20g,17,34
PZA,2,,Powermaker Sobre Omnilife,29,58
Ticket,,18/04/2024,,,
PZA,1,,Tortillina Del Hogar 220 g,18,18
Ticket,,18/04/2024,,,
PZA,2,,COCA RETORNABLE 3LTS PAQ 6PZA,197,394
Ticket,,18/04/2024,,,
PZA,0.38,,Chuleta Aumada Salmi,166,62.25
Ticket,,18/04/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
,,,,,
Ticket,,18/04/2024,,,
PZA,1,,Syncol (pamabron-Pirilamina) 1pz,10,10
Ticket,,18/04/2024,,,
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
Ticket,,18/04/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,18/04/2024,,,
PZA,1,,Churrumais mas producto 60gr,14,14
PZA,1,,Valle Frut Citrus 2 Litros 330461,30,30
Ticket,,18/04/2024,,,
PZA,1,,Sidral Mundet 600ml,18,18
PZA,2,,Gelatina Lala General 125gr 020556,7,14
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
PZA,1,,Chip Telcel Con Saldo Activado 50 Saldo,80,80
Ticket,,18/04/2024,,,
PZA,2,,COCA RETORNABLE 3LTS PAQ 6PZA,197,394
Ticket,,18/04/2024,,,
PZA,5,,HUEVO CRIO CONO 30PZ,71,355
Ticket,,18/04/2024,,,
PZA,1,,Power Mora 500ml,22,22
PZA,1,,Vuala Chocolate 1pza,17,17
PZA,1,,Plativolos 90gr,16,16
Ticket,,18/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,18/04/2024,,,
PZA,1,,Wapas queso 52gr,16,16
PZA,1,,Sabrita Habanero 45gr,17,17
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
Ticket,,18/04/2024,,,
PZA,1,,Axion 720gr,28,28
PZA,1,,Jamaica bolsa 100gr,19,19
Ticket,,18/04/2024,,,
PZA,2,,Suavelastic Etapa 5 Individual Jumbo,8,16
Ticket,,18/04/2024,,,
PZA,1,,Electrolit Uva 625 Ml,25,25
,,,,,
Ticket,,18/04/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
PZA,1,,Foca 250  gr,11.5,11.5
Ticket,,18/04/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
Ticket,,18/04/2024,,,
PZA,1,,Doritos mix 75 gr,21,21
Ticket,,18/04/2024,,,
PZA,1,,Power Mora 500ml,22,22
Ticket,,18/04/2024,,,
PZA,1,,Tostitos Salsa Verde 70g,16,16
Ticket,,18/04/2024,,,
PZA,0.46,,Queso Fresco,108,50
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,17.5,17.5
PZA,1,,Power Mora 1 Lt,31,31
Ticket,,18/04/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,18/04/2024,,,
PZA,1,,Pancrema 151g,13,13
PZA,1,,Valle Frut Citrus 2 Litros 330461,30,30
Ticket,,18/04/2024,,,
PZA,0.8,,Queso De Hebra,125,100
Ticket,,18/04/2024,,,
PZA,0.37,,Queso Fresco,108,40
Ticket,,18/04/2024,,,
PZA,1,,Sobre Manila Carta,9,9
PZA,4,,COPIA CREDENCIAL,2,8
Ticket,,18/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,18/04/2024,,,
PZA,1,,Vitaloe Mega 500ml,18,18
Ticket,,18/04/2024,,,
PZA,8,,Envios De Recargas,1,8
PZA,880,,RECARGAS XTREME (MULTICEL-MINISUPER),1,880
Ticket,,18/04/2024,,,
PZA,1,,Rexona Stay Fresh Spray Cab 150ml,70,70
PZA,1,,Coca Cola 400ml,14,14
,,,,,
PZA,2,,Chocolatines 42g Gamesa,13,26
Ticket,,18/04/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,15,,Recargas TMAC,1,15
Ticket,,18/04/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,18/04/2024,,,
PZA,1050,,MASTERXTREME MAYOREO RECARGA,0.95,999.6
Ticket,,18/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
PZA,1,,Peñafiel Twist Con Limon Y Sal 600ml,18,18
Ticket,,18/04/2024,,,
PZA,1,,Coca Cola 250ml Plastico,11,11
PZA,1,,Pepsi 600 Ml,17,17
Ticket,,18/04/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,15,,RECARGAS XTREME (MULTICEL-MINISUPER),1,15
Ticket,,18/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
PZA,0.41,,Salchijocho Pavo Any Agranel,49,20
Ticket,,18/04/2024,,,
PZA,1,,Clarasol 500ml,7,7
Ticket,,18/04/2024,,,
PZA,1,,Cerillo Clasico Individual,3.5,3.5
Ticket,,18/04/2024,,,
PZA,1,,Coca Cola 600ml,19,19
Ticket,,18/04/2024,,,
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
Ticket,,18/04/2024,,,
PZA,1,,Nito 1Pza 62g,15,15
Ticket,,18/04/2024,,,
PZA,2,,Bombon Individual,1,2
Ticket,,18/04/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,18/04/2024,,,
PZA,1,,"Tix Tix Sabor Sandia, Mango y Frutos Rojos 12g",11,11
Ticket,,18/04/2024,,,
,,,,,
PZA,1,,Cremax Chocolate 213g,31,31
PZA,1,,Colgate Triple Accion 150ml 1pza,48,48
Ticket,,18/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
PZA,1,,Coca Lata 355ml,20,20
Ticket,,18/04/2024,,,
PZA,1,,VOGUE 400HJ PAQ 4PZAS,30,30
Ticket,,18/04/2024,,,
PZA,1,,Koleston Negro 108709 (20),67,67
PZA,1,,Coca Cola 400ml,14,14
Ticket,,18/04/2024,,,
PZA,1,,Agua Ciel Mineralizada 2 Lts 305742,27,27
Ticket,,18/04/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,18/04/2024,,,
PZA,1,,Queso philadelphia 90gr 8628,26,26
PZA,1,,Danone Fresa cereal 140gr,12,12
Ticket,,18/04/2024,,,
PZA,1,,Halls Yerbabuena 34gm,9,9
Ticket,,18/04/2024,,,
PZA,1,,Trident Mora Azul 4 past,3,3
Ticket,,18/04/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,18/04/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
PZA,1,,Yoghurt Yoplait Durazno 220gr 9122,13,13
Ticket,,18/04/2024,,,
PZA,1,,Halls De Menta,9,9
Ticket,,18/04/2024,,,
PZA,1,,Icsi Comision Servicio TMAC 1-500,10,10
PZA,59,,ICSI Pago Servicio TMAC,1,59
Ticket,,18/04/2024,,,
PZA,1,,Yakult 80ml,10,10
Ticket,,18/04/2024,,,
PZA,1,,Bubbaloo Fresa 5.1gr,1.5,1.5
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
,,,,,
PZA,1,,Rancheritos 60g El Mero Mero,15,15
PZA,1,,Cheetos Palomitas Queso 29gr,14,14
Ticket,,18/04/2024,,,
PZA,1,,Cigarro Marlboro Individual 1Pza,6,6
Ticket,,18/04/2024,,,
PZA,0.46,,Queso Fresco,108,50
Ticket,,18/04/2024,,,
PZA,1,,Chips Habanero Mas Producto 62,18,18
Ticket,,18/04/2024,,,
PZA,1,,Valle Frut Citrus 3lt,36,36
Ticket,,18/04/2024,,,
PZA,2,,Bombon Individual,1,2
PZA,1,,Takis Fuego Mas Picante 65g,17,17
PZA,1,,Chips Habanero Mas Producto 62,18,18
Ticket,,18/04/2024,,,
PZA,1,,Gatorlyte Uva 591ml,19,19
Ticket,,18/04/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
Ticket,,18/04/2024,,,
PZA,3,,Vaso Individual del #8 1pza,1,3
PZA,1,,Agua Ciel Mineralizada 2 Lts 305742,27,27
Ticket,,18/04/2024,,,
PZA,0.2,,Queso De Hebra,125,25
PZA,0.36,,Jamon Rebanado Suly 1kg,69,25
Ticket,,18/04/2024,,,
PZA,1,,yoghurt griego fresa 220g,15,15
PZA,1,,Electrolit Coco 625ml,25,25
PZA,1,,Ruffles Sal Original 52gr,17,17
PZA,1,,Doritos Nacho 61gr,17,17
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,17.5,17.5
Ticket,,18/04/2024,,,
PZA,2,,Sopa Nissin camaron C/Habanero,15,30
PZA,1,,Takis Fuego Mas Picante 65g,17,17
Ticket,,18/04/2024,,,
PZA,1,,Costal Vacio,5,5
Ticket,,18/04/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
PZA,2,,Cal 1kg,8,16
,,,,,
Ticket,,18/04/2024,,,
PZA,1,,Clorets Menta 2.8gr 2Pastillas,1.5,1.5
Ticket,,18/04/2024,,,
PZA,1,,Mayonesa #8 190g,27,27
PZA,1,,Queso Manchego Fud 180G 8381,40,40
PZA,0.36,,Jamon Rebanado Suly 1kg,69,25
Ticket,,18/04/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
Ticket,,18/04/2024,,,
PZA,1,,Nescafe Clasico 42g,33,33
PZA,1,,Azucar 1 Kg,24,24
PZA,1,,Frijol Michigan Mustang Kg,39,39
Ticket,,18/04/2024,,,
PZA,0.28,,Queso Fresco,108,30
Ticket,,18/04/2024,,,
PZA,1,,Vaso de Unicel #8 Paq 25pzas,16,16
PZA,1,,Principe Tubo 210g,32,32
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
PZA,1,,Paketaxo Mezcladito Ch 70gr,18,18
PZA,1,,Paketaxo Quexo Ch 70gr,18,18
Ticket,,18/04/2024,,,
PZA,3,,Envios De Recargas,1,3
PZA,135,,RECARGAS XTREME (MULTICEL-MINISUPER),1,135
Ticket,,18/04/2024,,,
PZA,1,,Pepsi 600 Ml,17,17
Ticket,,18/04/2024,,,
PZA,1,,Mediacrema Lala 250g,15,15
PZA,0.16,,Queso De Hebra,125,20
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,18/04/2024,,,
PZA,1,,IMPRESION A COLORES,4,4
Ticket,,18/04/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,100,,RECARGAS XTREME (MULTICEL-MINISUPER),1,100
Ticket,,18/04/2024,,,
PZA,1,,Nutrileche 1pza,20,20
Ticket,,18/04/2024,,,
,,,,,
PZA,3,,Cigarro Marlboro Individual 1Pza,6,18
Ticket,,18/04/2024,,,
PZA,1,,Barrita Piña Mas Grande,17,17
Ticket,,18/04/2024,,,
PZA,1,,Sabritas Sal Original 45g,17,17
Ticket,,18/04/2024,,,
PZA,1,,Trident Menta 4 past 5.2gr,3,3
Ticket,,18/04/2024,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,18/04/2024,,,
PZA,1,,Teatino Maracuya Sobre,25,25
PZA,2,,TMGN COFFE Cafe De Olla Omnilife,14,28
Ticket,,18/04/2024,,,
PZA,3,,IMPRESION BLANCO Y NEGRO,3,9
Ticket,,18/04/2024,,,
PZA,8,,Envios De Recargas,1,8
PZA,395,,ICSI Recargas Xtreme,1,395
Ticket,,18/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,18/04/2024,,,
PZA,1,,Rebanadas Bimbo,8,8
PZA,1,,Cartulina Azul,6,6
Ticket,,18/04/2024,,,
PZA,10,,Cafezzino Plus (cafe Omnilife) sobre,18.5,185
Ticket,,18/04/2024,,,
PZA,1,,COCA COLA 600ML PAQ 12PZA,191,191
PZA,1,,FANTA 600ML 3NJA-3FSA-3SIDRAL-3FRESCA PAQ12PZ,179,179
Ticket,,18/04/2024,,,
PZA,1,,Qe Choxs Chocolate 81gr,11,11
Ticket,,18/04/2024,,,
PZA,1,,Qe Choxs Chocolate 81gr,11,11
Ticket,,18/04/2024,,,
PZA,2,,Tortillina Tia Rosa 306g,25,50
PZA,0.24,,Queso De Hebra,125,30
PZA,0.43,,Jamon Rebanado Suly 1kg,69,30
Ticket,,18/04/2024,,,
PZA,1,,Fanta Jumbo Fresa 3lts,38,38
Ticket,,18/04/2024,,,
,,,,,
PZA,1,,Jarrito 3lts Sabores Surtidos,35,35
Ticket,,18/04/2024,,,
PZA,1,,NUTRILECHE FRIA 1PZ,21.92,21.92
Ticket,,18/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,18/04/2024,,,
PZA,2,,Pasta Dental Oral B,29,58
Ticket,,18/04/2024,,,
PZA,1,,Envios De Recargas,1,1
PZA,20,,RECARGAS XTREME (MULTICEL-MINISUPER),1,20
Ticket,,18/04/2024,,,
PZA,4,,Caja Vacia De Huevo,6,24
Ticket,,19/04/2024,,,
PZA,1,,Algodon Paloma 25g,8,8
Ticket,,19/04/2024,,,
PZA,1,,Agua Ciel  Mineralizada 600ml 308248,18,18
PZA,1,,Agua Ciel Mineralizada 2 Lts 305742,27,27
Ticket,,19/04/2024,,,
PZA,1,,Pan Tostado Bimbo Normal,32,32
Ticket,,19/04/2024,,,
PZA,1,,Bolsa Individual Polipapel Gde 1pza,2,2
Ticket,,19/04/2024,,,
PZA,0.24,,Queso De Hebra,125,30
Ticket,,19/04/2024,,,
PZA,1,,Yomi Lala Fresa 190ml,11,11
PZA,1,,Vuala Chocolate 1pza,17,17
Ticket,,19/04/2024,,,
PZA,1,,Ace Accion Instantanea 500g,24.5,24.5
PZA,1,,Clarasol 1.850lt,24,24
Ticket,,19/04/2024,,,
PZA,0.34,,Queso De Hebra,125,42.25
Ticket,,19/04/2024,,,
PZA,1,,Azucar 1 Kg,24,24
Ticket,,19/04/2024,,,
PZA,1,,Yoghurt Yoplait Fresa 330g 9112,17.5,17.5
Ticket,,19/04/2024,,,
PZA,0.31,,Salchijocho Pavo Any Agranel,49,15
Ticket,,19/04/2024,,,
,,,,,
PZA,1,,Clarasol 500ml,7,7
PZA,1,,Tortillina Tia Rosa 306g,25,25
PZA,0.24,,Queso De Hebra,125,30
Ticket,,19/04/2024,,,
PZA,1,,Arcoiris Gamesa 75 g 830900,19,19
PZA,1,,Clorets Plus + 12Pastillas 13g,11,11
Ticket,,19/04/2024,,,
PZA,2,,Epura Garrafon 20 Lts,45,90
Ticket,,19/04/2024,,,
PZA,2,,Servicio Domicilio,5,10
PZA,2,,COCA RETORNABLE 3LTS PAQ 6PZA,197,394
Ticket,,19/04/2024,,,
PZA,1,,Senzao Guarana 600ml 8330,18,18
PZA,1,,Gelatina Lala General 125gr 020556,7,7
Ticket,,19/04/2024,,,
PZA,1,,Coca Retornable 2.5 Lts,35,35
Ticket,,19/04/2024,,,
PZA,0.22,,Jamon Rebanado Suly 1kg,69,15
Ticket,,19/04/2024,,,
PZA,1,,Queso Crema La Escondida 250g,17,17
Ticket,,19/04/2024,,,
PZA,1050,,MASTER TMAC MAYOREO RECARGA,0.95,1000.02
Ticket,,19/04/2024,,,
PZA,1,,Pepsi Jumbo 3Lt,37,37
PZA,1,,Principe Chocolate +2,22,22
PZA,0.5,,Whiskas 1kg,53,26.5
Ticket,,19/04/2024,,,
PZA,1,,Vela Larga Individual San Pedro 1pz,6,6
Ticket,,19/04/2024,,,
PZA,2,,Yomi Lala Fresa 190ml,11,22
PZA,1,,Leche Nito Bebida Chocolate 236G,13,13
Ticket,,19/04/2024,,,
PZA,4,,Bombon Individual,1,4
PZA,1,,Cremax Chocolate 213g,31,31
Ticket,,19/04/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
Ticket,,19/04/2024,,,
,,,,,
PZA,1,,Electrolit Fresa 625 Ml,25,25
Ticket,,19/04/2024,,,
PZA,1,,Bolsa Basura Mediana 1pza,5,5
Ticket,,19/04/2024,,,
PZA,1,,Lors Snack 10p 98g,14,14
Ticket,,19/04/2024,,,
PZA,2,,Vaso Individual del #8 1pza,1,2
PZA,1,,coca cola 1.350 ml,28,28
Ticket,,19/04/2024,,,
PZA,1,,Totopos 280G Normal,32,32
PZA,1,,Chile Chipotle Morena 100gr,15,15
PZA,1,,Mediacrema Lala 250g,15,15
PZA,1,,Fibra Scotch Brite Gigante,20,20
PZA,1,,Nutrioli 850ml,45,45
PZA,0.82,,Salchijocho Pavo Any Agranel,49,40
Ticket,,19/04/2024,,,
PZA,1,,HUEVO CRIO 1/2 CONO,36,36
PZA,0.29,,Jamon Rebanado Suly 1kg,69,20
PZA,1,,Danone Fresa cereal 140gr,12,12
Ticket,,19/04/2024,,,
PZA,1,,Jamaica bolsa 100gr,19,19
Ticket,,19/04/2024,,,
PZA,1,,Valle Frut Citrus 3lt,36,36
Ticket,,19/04/2024,,,
PZA,1,,Peñafiel Agua Mineralizada 600,17,17
Ticket,,19/04/2024,,,
PZA,1,,Trident XtraCare Menta 13.6 g,10,10
Ticket,,19/04/2024,,,
PZA,1,,Doritos Incognito 61g,17,17
Ticket,,19/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,19/04/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,19/04/2024,,,
PZA,8,,Huevo Crio Individual 1pza,3,24
Ticket,,19/04/2024,,,
PZA,1,,Servicio Domicilio,5,5
PZA,1,,COCA RETORNABLE 3LTS PAQ 6PZA,197,197
,,,,,
Ticket,,19/04/2024,,,
PZA,1,,Agua Ciel 1.5 Lts 4721,16,16
Ticket,,19/04/2024,,,
PZA,1,,Cremax Chocolate 213g,31,31
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,19/04/2024,,,
PZA,1,,Pepsi 1.5Lt,24,24
PZA,1,,Clavel Abre Facil 360ml,20,20
Ticket,,19/04/2024,,,
PZA,1,,Power Frutas 1 Lt 317660,31,31
Ticket,,19/04/2024,,,
PZA,1,,Toallitas suavelastic 100pz,45,45
Ticket,,19/04/2024,,,
PZA,1,,NORTOMATE CAJA 2PZ,5,5
Ticket,,19/04/2024,,,
PZA,1,,Fresca 600ml,18,18
Ticket,,19/04/2024,,,
PZA,1,,chips fuego 62g,20,20
Ticket,,19/04/2024,,,
PZA,2,,Servicio Domicilio,5,10
PZA,2,,COCA RETORNABLE 3LTS PAQ 6PZA,197,394
Ticket,,19/04/2024,,,
PZA,1,,Epura Garrafon 20 Lts,45,45
Ticket,,19/04/2024,,,
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
Ticket,,19/04/2024,,,
PZA,1,,Coca Retornable 3LTS 3068,38,38
Ticket,,19/04/2024,,,
PZA,1,,Comision Pay Joy,15,15
PZA,396,,Abono Clientes Pay Joy,1,396
Ticket,,19/04/2024,,,
PZA,1,,Senzao Guarana 2lts,31,31
Ticket,,19/04/2024,,,
PZA,1,,Bolsa Basura Mediana 1pza,5,5
Ticket,,19/04/2024,,,
PZA,0.5,,Harina Selecta 1kg,22,11
Ticket,,19/04/2024,,,
PZA,2,,COCA COLA 2.5LT RET PAQ 8PZ,245,490
,,,,,
Ticket,,19/04/2024,,,
PZA,1,,Chivacola Botella Omnilife 600ml,18,18
PZA,1,,Takis Fuego Mas Picante 65g,17,17
Ticket,,19/04/2024,,,
PZA,1,,Agua Ciel 1lt 310883,13,13
Ticket,,19/04/2024,,,
PZA,1,,Coca Cola Vidrio 1 1/4,24,24
Ticket,,19/04/2024,,,
PZA,3,,Vaso Individual del #8 1pza,1,3
PZA,1,,Pepsi 1.5Lt,24,24
Ticket,,19/04/2024,,,
PZA,0.5,,Chuleta Aumada Salmi,166,83
Ticket,,19/04/2024,,,
PZA,1,,Bizcochito Gamesa 150G 100173,14,14
PZA,0.24,,Queso De Hebra,125,30
Ticket,,19/04/2024,,,
PZA,0.19,,Queso Fresco,108,20
